# Indices derived from Intratec
#
# Source: IIASA ECE calculation (F. Maczek) based on values from different countries in each region
# Units: dimensionless
region,intratec_index
NAM,89.83783784
LAM,105.8648649
WEU,103.2162162
EEU,87.24324324
FSU,72.72972973
AFR,115.6486486
MEA,113.027027
SAS,66.02702703
RCPA,79.89189189
PAS,76.97683398
PAO,101.1891892
CHN,79.89189189
