node_origin,node_loc,technology,year_vtg,year_act,mode,commodity,level,value,time,time_origin,unit
R12_AFR,R12_AFR,oil_tanker_loil,broadcast,broadcast,AFR-RCPA,lightoil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_loil,broadcast,broadcast,AFR-CHN,lightoil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_loil,broadcast,broadcast,AFR-EEU,lightoil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_loil,broadcast,broadcast,AFR-FSU,lightoil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_loil,broadcast,broadcast,AFR-LAM,lightoil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_loil,broadcast,broadcast,AFR-MEA,lightoil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_loil,broadcast,broadcast,AFR-NAM,lightoil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_loil,broadcast,broadcast,AFR-PAO,lightoil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_loil,broadcast,broadcast,AFR-PAS,lightoil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_loil,broadcast,broadcast,AFR-SAS,lightoil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_loil,broadcast,broadcast,AFR-WEU,lightoil,,1.1666933122428916e-06,year,year,GWa
R12_RCPA,R12_RCPA,oil_tanker_loil,broadcast,broadcast,RCPA-AFR,lightoil,,2.0340511083987707e-05,year,year,GWa
R12_RCPA,R12_RCPA,oil_tanker_loil,broadcast,broadcast,RCPA-CHN,lightoil,,2.0340511083987707e-05,year,year,GWa
R12_RCPA,R12_RCPA,oil_tanker_loil,broadcast,broadcast,RCPA-EEU,lightoil,,2.0340511083987707e-05,year,year,GWa
R12_RCPA,R12_RCPA,oil_tanker_loil,broadcast,broadcast,RCPA-FSU,lightoil,,2.0340511083987707e-05,year,year,GWa
R12_RCPA,R12_RCPA,oil_tanker_loil,broadcast,broadcast,RCPA-LAM,lightoil,,2.0340511083987707e-05,year,year,GWa
R12_RCPA,R12_RCPA,oil_tanker_loil,broadcast,broadcast,RCPA-MEA,lightoil,,2.0340511083987707e-05,year,year,GWa
R12_RCPA,R12_RCPA,oil_tanker_loil,broadcast,broadcast,RCPA-NAM,lightoil,,2.0340511083987707e-05,year,year,GWa
R12_RCPA,R12_RCPA,oil_tanker_loil,broadcast,broadcast,RCPA-PAO,lightoil,,2.0340511083987707e-05,year,year,GWa
R12_RCPA,R12_RCPA,oil_tanker_loil,broadcast,broadcast,RCPA-PAS,lightoil,,2.0340511083987707e-05,year,year,GWa
R12_RCPA,R12_RCPA,oil_tanker_loil,broadcast,broadcast,RCPA-SAS,lightoil,,2.0340511083987707e-05,year,year,GWa
R12_RCPA,R12_RCPA,oil_tanker_loil,broadcast,broadcast,RCPA-WEU,lightoil,,2.0340511083987707e-05,year,year,GWa
R12_CHN,R12_CHN,oil_tanker_loil,broadcast,broadcast,CHN-AFR,lightoil,,8.282212781434023e-06,year,year,GWa
R12_CHN,R12_CHN,oil_tanker_loil,broadcast,broadcast,CHN-RCPA,lightoil,,8.282212781434023e-06,year,year,GWa
R12_CHN,R12_CHN,oil_tanker_loil,broadcast,broadcast,CHN-EEU,lightoil,,8.282212781434023e-06,year,year,GWa
R12_CHN,R12_CHN,oil_tanker_loil,broadcast,broadcast,CHN-FSU,lightoil,,8.282212781434023e-06,year,year,GWa
R12_CHN,R12_CHN,oil_tanker_loil,broadcast,broadcast,CHN-LAM,lightoil,,8.282212781434023e-06,year,year,GWa
R12_CHN,R12_CHN,oil_tanker_loil,broadcast,broadcast,CHN-MEA,lightoil,,8.282212781434023e-06,year,year,GWa
R12_CHN,R12_CHN,oil_tanker_loil,broadcast,broadcast,CHN-NAM,lightoil,,8.282212781434023e-06,year,year,GWa
R12_CHN,R12_CHN,oil_tanker_loil,broadcast,broadcast,CHN-PAO,lightoil,,8.282212781434023e-06,year,year,GWa
R12_CHN,R12_CHN,oil_tanker_loil,broadcast,broadcast,CHN-PAS,lightoil,,8.282212781434023e-06,year,year,GWa
R12_CHN,R12_CHN,oil_tanker_loil,broadcast,broadcast,CHN-SAS,lightoil,,8.282212781434023e-06,year,year,GWa
R12_CHN,R12_CHN,oil_tanker_loil,broadcast,broadcast,CHN-WEU,lightoil,,8.282212781434023e-06,year,year,GWa
R12_EEU,R12_EEU,oil_tanker_loil,broadcast,broadcast,EEU-AFR,lightoil,,7.412050057406947e-07,year,year,GWa
R12_EEU,R12_EEU,oil_tanker_loil,broadcast,broadcast,EEU-RCPA,lightoil,,7.412050057406947e-07,year,year,GWa
R12_EEU,R12_EEU,oil_tanker_loil,broadcast,broadcast,EEU-CHN,lightoil,,7.412050057406947e-07,year,year,GWa
R12_EEU,R12_EEU,oil_tanker_loil,broadcast,broadcast,EEU-FSU,lightoil,,7.412050057406947e-07,year,year,GWa
R12_EEU,R12_EEU,oil_tanker_loil,broadcast,broadcast,EEU-LAM,lightoil,,7.412050057406947e-07,year,year,GWa
R12_EEU,R12_EEU,oil_tanker_loil,broadcast,broadcast,EEU-MEA,lightoil,,7.412050057406947e-07,year,year,GWa
R12_EEU,R12_EEU,oil_tanker_loil,broadcast,broadcast,EEU-NAM,lightoil,,7.412050057406947e-07,year,year,GWa
R12_EEU,R12_EEU,oil_tanker_loil,broadcast,broadcast,EEU-PAO,lightoil,,7.412050057406947e-07,year,year,GWa
R12_EEU,R12_EEU,oil_tanker_loil,broadcast,broadcast,EEU-PAS,lightoil,,7.412050057406947e-07,year,year,GWa
R12_EEU,R12_EEU,oil_tanker_loil,broadcast,broadcast,EEU-SAS,lightoil,,7.412050057406947e-07,year,year,GWa
R12_EEU,R12_EEU,oil_tanker_loil,broadcast,broadcast,EEU-WEU,lightoil,,7.412050057406947e-07,year,year,GWa
R12_FSU,R12_FSU,oil_tanker_loil,broadcast,broadcast,FSU-AFR,lightoil,,6.5778455565004944e-06,year,year,GWa
R12_FSU,R12_FSU,oil_tanker_loil,broadcast,broadcast,FSU-RCPA,lightoil,,6.5778455565004944e-06,year,year,GWa
R12_FSU,R12_FSU,oil_tanker_loil,broadcast,broadcast,FSU-CHN,lightoil,,6.5778455565004944e-06,year,year,GWa
R12_FSU,R12_FSU,oil_tanker_loil,broadcast,broadcast,FSU-EEU,lightoil,,6.5778455565004944e-06,year,year,GWa
R12_FSU,R12_FSU,oil_tanker_loil,broadcast,broadcast,FSU-LAM,lightoil,,6.5778455565004944e-06,year,year,GWa
R12_FSU,R12_FSU,oil_tanker_loil,broadcast,broadcast,FSU-MEA,lightoil,,6.5778455565004944e-06,year,year,GWa
R12_FSU,R12_FSU,oil_tanker_loil,broadcast,broadcast,FSU-NAM,lightoil,,6.5778455565004944e-06,year,year,GWa
R12_FSU,R12_FSU,oil_tanker_loil,broadcast,broadcast,FSU-PAO,lightoil,,6.5778455565004944e-06,year,year,GWa
R12_FSU,R12_FSU,oil_tanker_loil,broadcast,broadcast,FSU-PAS,lightoil,,6.5778455565004944e-06,year,year,GWa
R12_FSU,R12_FSU,oil_tanker_loil,broadcast,broadcast,FSU-SAS,lightoil,,6.5778455565004944e-06,year,year,GWa
R12_FSU,R12_FSU,oil_tanker_loil,broadcast,broadcast,FSU-WEU,lightoil,,6.5778455565004944e-06,year,year,GWa
R12_LAM,R12_LAM,oil_tanker_loil,broadcast,broadcast,LAM-AFR,lightoil,,2.1229554300301693e-06,year,year,GWa
R12_LAM,R12_LAM,oil_tanker_loil,broadcast,broadcast,LAM-RCPA,lightoil,,2.1229554300301693e-06,year,year,GWa
R12_LAM,R12_LAM,oil_tanker_loil,broadcast,broadcast,LAM-CHN,lightoil,,2.1229554300301693e-06,year,year,GWa
R12_LAM,R12_LAM,oil_tanker_loil,broadcast,broadcast,LAM-EEU,lightoil,,2.1229554300301693e-06,year,year,GWa
R12_LAM,R12_LAM,oil_tanker_loil,broadcast,broadcast,LAM-FSU,lightoil,,2.1229554300301693e-06,year,year,GWa
R12_LAM,R12_LAM,oil_tanker_loil,broadcast,broadcast,LAM-MEA,lightoil,,2.1229554300301693e-06,year,year,GWa
R12_LAM,R12_LAM,oil_tanker_loil,broadcast,broadcast,LAM-NAM,lightoil,,2.1229554300301693e-06,year,year,GWa
R12_LAM,R12_LAM,oil_tanker_loil,broadcast,broadcast,LAM-PAO,lightoil,,2.1229554300301693e-06,year,year,GWa
R12_LAM,R12_LAM,oil_tanker_loil,broadcast,broadcast,LAM-PAS,lightoil,,2.1229554300301693e-06,year,year,GWa
R12_LAM,R12_LAM,oil_tanker_loil,broadcast,broadcast,LAM-SAS,lightoil,,2.1229554300301693e-06,year,year,GWa
R12_LAM,R12_LAM,oil_tanker_loil,broadcast,broadcast,LAM-WEU,lightoil,,2.1229554300301693e-06,year,year,GWa
R12_MEA,R12_MEA,oil_tanker_loil,broadcast,broadcast,MEA-AFR,lightoil,,7.035229095819922e-06,year,year,GWa
R12_MEA,R12_MEA,oil_tanker_loil,broadcast,broadcast,MEA-RCPA,lightoil,,7.035229095819922e-06,year,year,GWa
R12_MEA,R12_MEA,oil_tanker_loil,broadcast,broadcast,MEA-CHN,lightoil,,7.035229095819922e-06,year,year,GWa
R12_MEA,R12_MEA,oil_tanker_loil,broadcast,broadcast,MEA-EEU,lightoil,,7.035229095819922e-06,year,year,GWa
R12_MEA,R12_MEA,oil_tanker_loil,broadcast,broadcast,MEA-FSU,lightoil,,7.035229095819922e-06,year,year,GWa
R12_MEA,R12_MEA,oil_tanker_loil,broadcast,broadcast,MEA-LAM,lightoil,,7.035229095819922e-06,year,year,GWa
R12_MEA,R12_MEA,oil_tanker_loil,broadcast,broadcast,MEA-NAM,lightoil,,7.035229095819922e-06,year,year,GWa
R12_MEA,R12_MEA,oil_tanker_loil,broadcast,broadcast,MEA-PAO,lightoil,,7.035229095819922e-06,year,year,GWa
R12_MEA,R12_MEA,oil_tanker_loil,broadcast,broadcast,MEA-PAS,lightoil,,7.035229095819922e-06,year,year,GWa
R12_MEA,R12_MEA,oil_tanker_loil,broadcast,broadcast,MEA-SAS,lightoil,,7.035229095819922e-06,year,year,GWa
R12_MEA,R12_MEA,oil_tanker_loil,broadcast,broadcast,MEA-WEU,lightoil,,7.035229095819922e-06,year,year,GWa
R12_NAM,R12_NAM,oil_tanker_loil,broadcast,broadcast,NAM-AFR,lightoil,,6.177299061520836e-07,year,year,GWa
R12_NAM,R12_NAM,oil_tanker_loil,broadcast,broadcast,NAM-RCPA,lightoil,,6.177299061520836e-07,year,year,GWa
R12_NAM,R12_NAM,oil_tanker_loil,broadcast,broadcast,NAM-CHN,lightoil,,6.177299061520836e-07,year,year,GWa
R12_NAM,R12_NAM,oil_tanker_loil,broadcast,broadcast,NAM-EEU,lightoil,,6.177299061520836e-07,year,year,GWa
R12_NAM,R12_NAM,oil_tanker_loil,broadcast,broadcast,NAM-FSU,lightoil,,6.177299061520836e-07,year,year,GWa
R12_NAM,R12_NAM,oil_tanker_loil,broadcast,broadcast,NAM-LAM,lightoil,,6.177299061520836e-07,year,year,GWa
R12_NAM,R12_NAM,oil_tanker_loil,broadcast,broadcast,NAM-MEA,lightoil,,6.177299061520836e-07,year,year,GWa
R12_NAM,R12_NAM,oil_tanker_loil,broadcast,broadcast,NAM-PAO,lightoil,,6.177299061520836e-07,year,year,GWa
R12_NAM,R12_NAM,oil_tanker_loil,broadcast,broadcast,NAM-PAS,lightoil,,6.177299061520836e-07,year,year,GWa
R12_NAM,R12_NAM,oil_tanker_loil,broadcast,broadcast,NAM-SAS,lightoil,,6.177299061520836e-07,year,year,GWa
R12_NAM,R12_NAM,oil_tanker_loil,broadcast,broadcast,NAM-WEU,lightoil,,6.177299061520836e-07,year,year,GWa
R12_PAO,R12_PAO,oil_tanker_loil,broadcast,broadcast,PAO-AFR,lightoil,,2.298546622126725e-06,year,year,GWa
R12_PAO,R12_PAO,oil_tanker_loil,broadcast,broadcast,PAO-RCPA,lightoil,,2.298546622126725e-06,year,year,GWa
R12_PAO,R12_PAO,oil_tanker_loil,broadcast,broadcast,PAO-CHN,lightoil,,2.298546622126725e-06,year,year,GWa
R12_PAO,R12_PAO,oil_tanker_loil,broadcast,broadcast,PAO-EEU,lightoil,,2.298546622126725e-06,year,year,GWa
R12_PAO,R12_PAO,oil_tanker_loil,broadcast,broadcast,PAO-FSU,lightoil,,2.298546622126725e-06,year,year,GWa
R12_PAO,R12_PAO,oil_tanker_loil,broadcast,broadcast,PAO-LAM,lightoil,,2.298546622126725e-06,year,year,GWa
R12_PAO,R12_PAO,oil_tanker_loil,broadcast,broadcast,PAO-MEA,lightoil,,2.298546622126725e-06,year,year,GWa
R12_PAO,R12_PAO,oil_tanker_loil,broadcast,broadcast,PAO-NAM,lightoil,,2.298546622126725e-06,year,year,GWa
R12_PAO,R12_PAO,oil_tanker_loil,broadcast,broadcast,PAO-PAS,lightoil,,2.298546622126725e-06,year,year,GWa
R12_PAO,R12_PAO,oil_tanker_loil,broadcast,broadcast,PAO-SAS,lightoil,,2.298546622126725e-06,year,year,GWa
R12_PAO,R12_PAO,oil_tanker_loil,broadcast,broadcast,PAO-WEU,lightoil,,2.298546622126725e-06,year,year,GWa
R12_PAS,R12_PAS,oil_tanker_loil,broadcast,broadcast,PAS-AFR,lightoil,,1.71063842842623e-07,year,year,GWa
R12_PAS,R12_PAS,oil_tanker_loil,broadcast,broadcast,PAS-RCPA,lightoil,,1.71063842842623e-07,year,year,GWa
R12_PAS,R12_PAS,oil_tanker_loil,broadcast,broadcast,PAS-CHN,lightoil,,1.71063842842623e-07,year,year,GWa
R12_PAS,R12_PAS,oil_tanker_loil,broadcast,broadcast,PAS-EEU,lightoil,,1.71063842842623e-07,year,year,GWa
R12_PAS,R12_PAS,oil_tanker_loil,broadcast,broadcast,PAS-FSU,lightoil,,1.71063842842623e-07,year,year,GWa
R12_PAS,R12_PAS,oil_tanker_loil,broadcast,broadcast,PAS-LAM,lightoil,,1.71063842842623e-07,year,year,GWa
R12_PAS,R12_PAS,oil_tanker_loil,broadcast,broadcast,PAS-MEA,lightoil,,1.71063842842623e-07,year,year,GWa
R12_PAS,R12_PAS,oil_tanker_loil,broadcast,broadcast,PAS-NAM,lightoil,,1.71063842842623e-07,year,year,GWa
R12_PAS,R12_PAS,oil_tanker_loil,broadcast,broadcast,PAS-PAO,lightoil,,1.71063842842623e-07,year,year,GWa
R12_PAS,R12_PAS,oil_tanker_loil,broadcast,broadcast,PAS-SAS,lightoil,,1.71063842842623e-07,year,year,GWa
R12_PAS,R12_PAS,oil_tanker_loil,broadcast,broadcast,PAS-WEU,lightoil,,1.71063842842623e-07,year,year,GWa
R12_SAS,R12_SAS,oil_tanker_loil,broadcast,broadcast,SAS-AFR,lightoil,,1.8601427810095027e-06,year,year,GWa
R12_SAS,R12_SAS,oil_tanker_loil,broadcast,broadcast,SAS-RCPA,lightoil,,1.8601427810095027e-06,year,year,GWa
R12_SAS,R12_SAS,oil_tanker_loil,broadcast,broadcast,SAS-CHN,lightoil,,1.8601427810095027e-06,year,year,GWa
R12_SAS,R12_SAS,oil_tanker_loil,broadcast,broadcast,SAS-EEU,lightoil,,1.8601427810095027e-06,year,year,GWa
R12_SAS,R12_SAS,oil_tanker_loil,broadcast,broadcast,SAS-FSU,lightoil,,1.8601427810095027e-06,year,year,GWa
R12_SAS,R12_SAS,oil_tanker_loil,broadcast,broadcast,SAS-LAM,lightoil,,1.8601427810095027e-06,year,year,GWa
R12_SAS,R12_SAS,oil_tanker_loil,broadcast,broadcast,SAS-MEA,lightoil,,1.8601427810095027e-06,year,year,GWa
R12_SAS,R12_SAS,oil_tanker_loil,broadcast,broadcast,SAS-NAM,lightoil,,1.8601427810095027e-06,year,year,GWa
R12_SAS,R12_SAS,oil_tanker_loil,broadcast,broadcast,SAS-PAO,lightoil,,1.8601427810095027e-06,year,year,GWa
R12_SAS,R12_SAS,oil_tanker_loil,broadcast,broadcast,SAS-PAS,lightoil,,1.8601427810095027e-06,year,year,GWa
R12_SAS,R12_SAS,oil_tanker_loil,broadcast,broadcast,SAS-WEU,lightoil,,1.8601427810095027e-06,year,year,GWa
R12_WEU,R12_WEU,oil_tanker_loil,broadcast,broadcast,WEU-AFR,lightoil,,2.761917374401919e-06,year,year,GWa
R12_WEU,R12_WEU,oil_tanker_loil,broadcast,broadcast,WEU-RCPA,lightoil,,2.761917374401919e-06,year,year,GWa
R12_WEU,R12_WEU,oil_tanker_loil,broadcast,broadcast,WEU-CHN,lightoil,,2.761917374401919e-06,year,year,GWa
R12_WEU,R12_WEU,oil_tanker_loil,broadcast,broadcast,WEU-EEU,lightoil,,2.761917374401919e-06,year,year,GWa
R12_WEU,R12_WEU,oil_tanker_loil,broadcast,broadcast,WEU-FSU,lightoil,,2.761917374401919e-06,year,year,GWa
R12_WEU,R12_WEU,oil_tanker_loil,broadcast,broadcast,WEU-LAM,lightoil,,2.761917374401919e-06,year,year,GWa
R12_WEU,R12_WEU,oil_tanker_loil,broadcast,broadcast,WEU-MEA,lightoil,,2.761917374401919e-06,year,year,GWa
