node_loc,technology,year_act,value,unit,mode,time
R12_AFR,LNG_tanker_LNG,2025,29712571.792686,Mt-km,AFR-CHN,year
R12_AFR,LNG_tanker_LNG,2025,3363.991046,Mt-km,AFR-EEU,year
R12_AFR,LNG_tanker_LNG,2025,24431208.439165,Mt-km,AFR-LAM,year
R12_AFR,LNG_tanker_LNG,2025,17677292.276386,Mt-km,AFR-MEA,year
R12_AFR,LNG_tanker_LNG,2025,43833557.048314,Mt-km,AFR-NAM,year
R12_AFR,LNG_tanker_LNG,2025,5047244.496156,Mt-km,AFR-PAO,year
R12_AFR,LNG_tanker_LNG,2025,144663363.13302,Mt-km,AFR-PAS,year
R12_AFR,LNG_tanker_LNG,2025,2257.352247,Mt-km,AFR-RCPA,year
R12_AFR,LNG_tanker_LNG,2025,119861887.45677,Mt-km,AFR-SAS,year
R12_AFR,LNG_tanker_LNG,2025,332342501.807904,Mt-km,AFR-WEU,year
R12_CHN,LNG_tanker_LNG,2025,7513487.106125,Mt-km,CHN-AFR,year
R12_CHN,LNG_tanker_LNG,2025,2790226.022008,Mt-km,CHN-FSU,year
R12_CHN,LNG_tanker_LNG,2025,261393891.030615,Mt-km,CHN-LAM,year
R12_CHN,LNG_tanker_LNG,2025,260876391.849459,Mt-km,CHN-MEA,year
R12_CHN,LNG_tanker_LNG,2025,3891874.981434,Mt-km,CHN-NAM,year
R12_CHN,LNG_tanker_LNG,2025,1194680126.23491,Mt-km,CHN-PAO,year
R12_CHN,LNG_tanker_LNG,2025,1930885733.113526,Mt-km,CHN-PAS,year
R12_CHN,LNG_tanker_LNG,2025,96320.977878,Mt-km,CHN-RCPA,year
R12_CHN,LNG_tanker_LNG,2025,839640.614598,Mt-km,CHN-SAS,year
R12_CHN,LNG_tanker_LNG,2025,56830.81716,Mt-km,CHN-WEU,year
R12_EEU,LNG_tanker_LNG,2025,7456.317552,Mt-km,EEU-AFR,year
R12_EEU,LNG_tanker_LNG,2025,2312797.280954,Mt-km,EEU-FSU,year
R12_EEU,LNG_tanker_LNG,2025,24753.498762,Mt-km,EEU-LAM,year
R12_EEU,LNG_tanker_LNG,2025,323202.755988,Mt-km,EEU-MEA,year
