# Fixed operation & maintenance cost of LDVs
#
# Source:
# - Duplicated manually from corresponding R12 data as of 2025-04-07.
#
# Unit: USD_2010 / vehicle
#
scenario,            node,    technology, year, value
ICONICS:SSP(2024).1, Austria, ELC_100,    2010, 38279.727
ICONICS:SSP(2024).1, Austria, ELC_100,    2015, 40810.613
ICONICS:SSP(2024).1, Austria, ELC_100,    2020, 33122.82
ICONICS:SSP(2024).1, Austria, ELC_100,    2025, 25435.031
ICONICS:SSP(2024).1, Austria, ELC_100,    2030, 24060.723
ICONICS:SSP(2024).1, Austria, ELC_100,    2035, 22688.734
ICONICS:SSP(2024).1, Austria, ELC_100,    2040, 21581.225
ICONICS:SSP(2024).1, Austria, ELC_100,    2045, 21486.516
ICONICS:SSP(2024).1, Austria, ELC_100,    2050, 20324.219
ICONICS:SSP(2024).1, Austria, ELC_100,    2055, 19161.92
ICONICS:SSP(2024).1, Austria, ELC_100,    2060, 17999.623
ICONICS:SSP(2024).1, Austria, ELC_100,    2065, 16837.324
ICONICS:SSP(2024).1, Austria, ELC_100,    2070, 15675.026
ICONICS:SSP(2024).1, Austria, ELC_100,    2075, 15675.026
ICONICS:SSP(2024).1, Austria, ELC_100,    2080, 15675.026
ICONICS:SSP(2024).1, Austria, HFC_ptrp,   2010, 78083.289
ICONICS:SSP(2024).1, Austria, HFC_ptrp,   2015, 36105.598
ICONICS:SSP(2024).1, Austria, HFC_ptrp,   2025, 30124.693
ICONICS:SSP(2024).1, Austria, HFC_ptrp,   2035, 28024.488
ICONICS:SSP(2024).1, Austria, HFC_ptrp,   2045, 27505.059
ICONICS:SSP(2024).1, Austria, IAHe_ptrp,  2010, 31079.406
ICONICS:SSP(2024).1, Austria, IAHe_ptrp,  2015, 26197.906
ICONICS:SSP(2024).1, Austria, IAHe_ptrp,  2025, 24365.676
ICONICS:SSP(2024).1, Austria, IAHe_ptrp,  2035, 24714.906
ICONICS:SSP(2024).1, Austria, IAHe_ptrp,  2045, 23954.064
ICONICS:SSP(2024).1, Austria, IAHm_ptrp,  2010, 31079.406
ICONICS:SSP(2024).1, Austria, IAHm_ptrp,  2015, 26197.906
ICONICS:SSP(2024).1, Austria, IAHm_ptrp,  2020, 26197.906
ICONICS:SSP(2024).1, Austria, IAHm_ptrp,  2025, 24365.676
ICONICS:SSP(2024).1, Austria, IAHm_ptrp,  2030, 24365.676
ICONICS:SSP(2024).1, Austria, IAHm_ptrp,  2035, 24714.906
ICONICS:SSP(2024).1, Austria, IAHm_ptrp,  2040, 24714.906
ICONICS:SSP(2024).1, Austria, IAHm_ptrp,  2045, 23954.064
ICONICS:SSP(2024).1, Austria, IAHm_ptrp,  2050, 23954.064
ICONICS:SSP(2024).1, Austria, ICAe_ffv,   2010, 24596.176
ICONICS:SSP(2024).1, Austria, ICAe_ffv,   2015, 21014.758
ICONICS:SSP(2024).1, Austria, ICAe_ffv,   2020, 21014.758
ICONICS:SSP(2024).1, Austria, ICAe_ffv,   2025, 21373.977
ICONICS:SSP(2024).1, Austria, ICAe_ffv,   2030, 21373.977
ICONICS:SSP(2024).1, Austria, ICAe_ffv,   2035, 21337.367
ICONICS:SSP(2024).1, Austria, ICAe_ffv,   2040, 21337.367
ICONICS:SSP(2024).1, Austria, ICAe_ffv,   2045, 22392.895
ICONICS:SSP(2024).1, Austria, ICAe_ffv,   2050, 22392.895
ICONICS:SSP(2024).1, Austria, ICAm_ptrp,  2010, 24596.176
ICONICS:SSP(2024).1, Austria, ICAm_ptrp,  2015, 21014.758
ICONICS:SSP(2024).1, Austria, ICAm_ptrp,  2020, 21014.758
ICONICS:SSP(2024).1, Austria, ICAm_ptrp,  2025, 21373.977
ICONICS:SSP(2024).1, Austria, ICAm_ptrp,  2030, 21373.977
ICONICS:SSP(2024).1, Austria, ICAm_ptrp,  2035, 21337.367
ICONICS:SSP(2024).1, Austria, ICAm_ptrp,  2040, 21337.367
ICONICS:SSP(2024).1, Austria, ICAm_ptrp,  2045, 22392.895
ICONICS:SSP(2024).1, Austria, ICAm_ptrp,  2050, 22392.895
ICONICS:SSP(2024).1, Austria, ICE_L_ptrp, 2010, 23042.746
ICONICS:SSP(2024).1, Austria, ICE_conv,   2010, 24596.176
ICONICS:SSP(2024).1, Austria, ICE_conv,   2015, 21014.758
ICONICS:SSP(2024).1, Austria, ICE_conv,   2025, 21373.977
ICONICS:SSP(2024).1, Austria, ICE_conv,   2035, 21337.367
ICONICS:SSP(2024).1, Austria, ICE_conv,   2045, 22392.895
ICONICS:SSP(2024).1, Austria, ICE_nga,    2010, 26506.801
ICONICS:SSP(2024).1, Austria, ICE_nga,    2015, 25805.236
ICONICS:SSP(2024).1, Austria, ICE_nga,    2025, 25550.596
ICONICS:SSP(2024).1, Austria, ICE_nga,    2035, 23359.104
ICONICS:SSP(2024).1, Austria, ICE_nga,    2045, 25045.582
ICONICS:SSP(2024).1, Austria, ICH_chyb,   2010, 31079.406
ICONICS:SSP(2024).1, Austria, ICH_chyb,   2015, 26197.906
ICONICS:SSP(2024).1, Austria, ICH_chyb,   2020, 26197.906
ICONICS:SSP(2024).1, Austria, ICH_chyb,   2025, 24365.676
ICONICS:SSP(2024).1, Austria, ICH_chyb,   2030, 24365.676
ICONICS:SSP(2024).1, Austria, ICH_chyb,   2035, 24714.906
ICONICS:SSP(2024).1, Austria, ICH_chyb,   2040, 24714.906
ICONICS:SSP(2024).1, Austria, ICH_chyb,   2045, 23954.064
ICONICS:SSP(2024).1, Austria, ICH_chyb,   2050, 23954.064
ICONICS:SSP(2024).1, Austria, IGH_ghyb,   2010, 33493.645
ICONICS:SSP(2024).1, Austria, IGH_ghyb,   2015, 29932.875
ICONICS:SSP(2024).1, Austria, IGH_ghyb,   2025, 27062.238
ICONICS:SSP(2024).1, Austria, IGH_ghyb,   2035, 23722.934
ICONICS:SSP(2024).1, Austria, IGH_ghyb,   2045, 24798.848
ICONICS:SSP(2024).1, Austria, PHEV_ptrp,  2010, 38101.133
ICONICS:SSP(2024).1, Austria, PHEV_ptrp,  2015, 34460.555
ICONICS:SSP(2024).1, Austria, PHEV_ptrp,  2020, 31219.545
ICONICS:SSP(2024).1, Austria, PHEV_ptrp,  2025, 27978.535
ICONICS:SSP(2024).1, Austria, PHEV_ptrp,  2030, 26346.492
ICONICS:SSP(2024).1, Austria, PHEV_ptrp,  2035, 24730.721
ICONICS:SSP(2024).1, Austria, PHEV_ptrp,  2040, 23636.318
ICONICS:SSP(2024).1, Austria, PHEV_ptrp,  2045, 23657.027
ICONICS:SSP(2024).1, Austria, PHEV_ptrp,  2050, 22508.486
ICONICS:SSP(2024).1, Austria, PHEV_ptrp,  2055, 21359.943
ICONICS:SSP(2024).1, Austria, PHEV_ptrp,  2060, 20211.4
ICONICS:SSP(2024).1, Austria, PHEV_ptrp,  2065, 19062.857
ICONICS:SSP(2024).1, Austria, PHEV_ptrp,  2070, 17914.316
ICONICS:SSP(2024).1, Austria, PHEV_ptrp,  2075, 17914.316
ICONICS:SSP(2024).1, Austria, PHEV_ptrp,  2080, 17914.316

ICONICS:SSP(2024).2, Austria, ICE_L_ptrp, 2010, 23042.746
ICONICS:SSP(2024).2, Austria, ICE_conv,   2010, 24596.176
ICONICS:SSP(2024).2, Austria, ICE_conv,   2015, 21014.758
ICONICS:SSP(2024).2, Austria, ICE_conv,   2025, 21373.977
ICONICS:SSP(2024).2, Austria, ICE_conv,   2035, 21337.367
ICONICS:SSP(2024).2, Austria, ICE_conv,   2045, 22392.895
ICONICS:SSP(2024).2, Austria, ICE_nga,    2010, 26506.801
ICONICS:SSP(2024).2, Austria, ICE_nga,    2015, 25805.236
ICONICS:SSP(2024).2, Austria, ICE_nga,    2025, 25550.596
ICONICS:SSP(2024).2, Austria, ICE_nga,    2035, 23359.104
ICONICS:SSP(2024).2, Austria, ICE_nga,    2045, 25045.582
ICONICS:SSP(2024).2, Austria, ICAe_ffv,   2010, 24596.176
ICONICS:SSP(2024).2, Austria, ICAe_ffv,   2015, 21014.758
ICONICS:SSP(2024).2, Austria, ICAe_ffv,   2020, 21014.758
ICONICS:SSP(2024).2, Austria, ICAe_ffv,   2025, 21373.977
ICONICS:SSP(2024).2, Austria, ICAe_ffv,   2030, 21373.977
ICONICS:SSP(2024).2, Austria, ICAe_ffv,   2035, 21337.367
ICONICS:SSP(2024).2, Austria, ICAe_ffv,   2040, 21337.367
ICONICS:SSP(2024).2, Austria, ICAe_ffv,   2045, 22392.895
ICONICS:SSP(2024).2, Austria, ICAe_ffv,   2050, 22392.895
ICONICS:SSP(2024).2, Austria, ICAm_ptrp,  2010, 24596.176
ICONICS:SSP(2024).2, Austria, ICAm_ptrp,  2015, 21014.758
ICONICS:SSP(2024).2, Austria, ICAm_ptrp,  2020, 21014.758
ICONICS:SSP(2024).2, Austria, ICAm_ptrp,  2025, 21373.977
ICONICS:SSP(2024).2, Austria, ICAm_ptrp,  2030, 21373.977
ICONICS:SSP(2024).2, Austria, ICAm_ptrp,  2035, 21337.367
ICONICS:SSP(2024).2, Austria, ICAm_ptrp,  2040, 21337.367
ICONICS:SSP(2024).2, Austria, ICAm_ptrp,  2045, 22392.895
ICONICS:SSP(2024).2, Austria, ICAm_ptrp,  2050, 22392.895
ICONICS:SSP(2024).2, Austria, ICH_chyb,   2010, 31079.406
ICONICS:SSP(2024).2, Austria, ICH_chyb,   2015, 26197.906
ICONICS:SSP(2024).2, Austria, ICH_chyb,   2020, 26197.906
ICONICS:SSP(2024).2, Austria, ICH_chyb,   2025, 24365.676
ICONICS:SSP(2024).2, Austria, ICH_chyb,   2030, 24365.676
ICONICS:SSP(2024).2, Austria, ICH_chyb,   2035, 24714.906
ICONICS:SSP(2024).2, Austria, ICH_chyb,   2040, 24714.906
ICONICS:SSP(2024).2, Austria, ICH_chyb,   2045, 23954.064
ICONICS:SSP(2024).2, Austria, ICH_chyb,   2050, 23954.064
ICONICS:SSP(2024).2, Austria, IGH_ghyb,   2010, 33493.645
ICONICS:SSP(2024).2, Austria, IGH_ghyb,   2015, 29932.875
ICONICS:SSP(2024).2, Austria, IGH_ghyb,   2025, 27062.238
