# Disutility costs
#
# Source:
# - Duplicated manually from corresponding R12 data as of 2025-04-07.
#
# Units: kUSD / vehicle
#
node,     consumer_group, technology, year, value
Austria,  RUEMF,          IAHm_ptrp,  2030,  -0.291
Austria,  RUEMF,          IAHm_ptrp,  2040,  -0.475
Austria,  RUEMF,          IAHm_ptrp,  2050,  -0.268
Austria,  RUEMF,          IAHm_ptrp,  2060,  -0.369
Austria,  RUEMF,          IAHm_ptrp,  2070,  -0.381
Austria,  RUEMF,          IAHm_ptrp,  2080,  -0.388
Austria,  RUEMF,          IAHm_ptrp,  2090,  -0.402
Austria,  RUEMF,          IAHm_ptrp,  2100,  -0.41
Austria,  RUEMF,          ICAe_ffv,   2020,   0.0
Austria,  RUEMF,          ICAe_ffv,   2030,   0.0
Austria,  RUEMF,          ICAe_ffv,   2040,   0.0
Austria,  RUEMF,          ICAe_ffv,   2050,   0.0
Austria,  RUEMF,          ICAe_ffv,   2060,   0.0
Austria,  RUEMF,          ICAe_ffv,   2070,   0.0
Austria,  RUEMF,          ICAe_ffv,   2080,   0.0
Austria,  RUEMF,          ICAe_ffv,   2090,   0.0
Austria,  RUEMF,          ICAe_ffv,   2100,   0.0
Austria,  RUEMF,          ICAm_ptrp,  2020,   0.0
Austria,  RUEMF,          ICAm_ptrp,  2030,   0.0
Austria,  RUEMF,          ICAm_ptrp,  2040,   0.0
Austria,  RUEMF,          ICAm_ptrp,  2050,   0.0
Austria,  RUEMF,          ICAm_ptrp,  2060,   0.0
Austria,  RUEMF,          ICAm_ptrp,  2070,   0.0
Austria,  RUEMF,          ICAm_ptrp,  2080,   0.0
Austria,  RUEMF,          ICAm_ptrp,  2090,   0.0
Austria,  RUEMF,          ICAm_ptrp,  2100,   0.0
Austria,  RUEMF,          ICE_L_ptrp, 2020,  -0.0382
Austria,  RUEMF,          ICE_L_ptrp, 2030,   0.151
Austria,  RUEMF,          ICE_L_ptrp, 2040,   0.219
Austria,  RUEMF,          ICE_L_ptrp, 2050,   0.267
Austria,  RUEMF,          ICE_L_ptrp, 2060,   0.367
Austria,  RUEMF,          ICE_L_ptrp, 2070,   0.38
Austria,  RUEMF,          ICE_L_ptrp, 2080,   0.386
Austria,  RUEMF,          ICE_L_ptrp, 2090,   0.4
Austria,  RUEMF,          ICE_L_ptrp, 2100,   0.407
Austria,  RUEMF,          ICE_conv,   2020,   0.0
Austria,  RUEMF,          ICE_conv,   2030,   0.0
Austria,  RUEMF,          ICE_conv,   2040,   0.0
Austria,  RUEMF,          ICE_conv,   2050,   0.0
Austria,  RUEMF,          ICE_conv,   2060,   0.0
Austria,  RUEMF,          ICE_conv,   2070,   0.0
Austria,  RUEMF,          ICE_conv,   2080,   0.0
Austria,  RUEMF,          ICE_conv,   2090,   0.0
Austria,  RUEMF,          ICE_conv,   2100,   0.0
Austria,  RUEMF,          ICE_nga,    2020,  15.861
Austria,  RUEMF,          ICE_nga,    2030,  15.337
Austria,  RUEMF,          ICE_nga,    2040,  15.459
Austria,  RUEMF,          ICE_nga,    2050,  15.288
Austria,  RUEMF,          ICE_nga,    2060,  15.116
Austria,  RUEMF,          ICE_nga,    2070,  15.095
Austria,  RUEMF,          ICE_nga,    2080,  15.084
Austria,  RUEMF,          ICE_nga,    2090,  15.06
Austria,  RUEMF,          ICE_nga,    2100,  15.047
Austria,  RUEMF,          ICH_chyb,   2020,   0.128
Austria,  RUEMF,          ICH_chyb,   2030,  -0.291
Austria,  RUEMF,          ICH_chyb,   2040,  -0.475
Austria,  RUEMF,          ICH_chyb,   2050,  -0.268
Austria,  RUEMF,          ICH_chyb,   2060,  -0.369
Austria,  RUEMF,          ICH_chyb,   2070,  -0.381
Austria,  RUEMF,          ICH_chyb,   2080,  -0.388
Austria,  RUEMF,          ICH_chyb,   2090,  -0.402
Austria,  RUEMF,          ICH_chyb,   2100,  -0.41
Austria,  RUEMF,          IGH_ghyb,   2020,  15.834
Austria,  RUEMF,          IGH_ghyb,   2030,  15.06
Austria,  RUEMF,          IGH_ghyb,   2040,  15.279
Austria,  RUEMF,          IGH_ghyb,   2050,  15.201
Austria,  RUEMF,          IGH_ghyb,   2060,  15.046
Austria,  RUEMF,          IGH_ghyb,   2070,  15.027
Austria,  RUEMF,          IGH_ghyb,   2080,  15.016
Austria,  RUEMF,          IGH_ghyb,   2090,  14.994
Austria,  RUEMF,          IGH_ghyb,   2100,  14.983
Austria,  RUEMF,          PHEV_ptrp,  2020,   5.988
Austria,  RUEMF,          PHEV_ptrp,  2030,   8.396
Austria,  RUEMF,          PHEV_ptrp,  2040,   7.978
Austria,  RUEMF,          PHEV_ptrp,  2050,   8.053
Austria,  RUEMF,          PHEV_ptrp,  2060,   7.61
Austria,  RUEMF,          PHEV_ptrp,  2070,   7.556
Austria,  RUEMF,          PHEV_ptrp,  2080,   7.526
Austria,  RUEMF,          PHEV_ptrp,  2090,   7.464
Austria,  RUEMF,          PHEV_ptrp,  2100,   7.432
Austria,  RUEMM,          ELC_100,    2020,   6.204
Austria,  RUEMM,          ELC_100,    2030,   8.393
Austria,  RUEMM,          ELC_100,    2040,   8.17
Austria,  RUEMM,          ELC_100,    2050,   8.169
Austria,  RUEMM,          ELC_100,    2060,   7.747
Austria,  RUEMM,          ELC_100,    2070,   7.695
Austria,  RUEMM,          ELC_100,    2080,   7.666
Austria,  RUEMM,          ELC_100,    2090,   7.607
Austria,  RUEMM,          ELC_100,    2100,   7.577
Austria,  RUEMM,          HFC_ptrp,   2020,  25.113
Austria,  RUEMM,          HFC_ptrp,   2030,  23.889
Austria,  RUEMM,          HFC_ptrp,   2040,  23.801
Austria,  RUEMM,          HFC_ptrp,   2050,  23.863
Austria,  RUEMM,          HFC_ptrp,   2060,  23.533
Austria,  RUEMM,          HFC_ptrp,   2070,  23.492
Austria,  RUEMM,          HFC_ptrp,   2080,  23.47
Austria,  RUEMM,          HFC_ptrp,   2090,  23.424
Austria,  RUEMM,          HFC_ptrp,   2100,  23.4
Austria,  RUEMM,          IAHe_ptrp,  2020,   0.128
Austria,  RUEMM,          IAHe_ptrp,  2030,  -0.291
Austria,  RUEMM,          IAHe_ptrp,  2040,  -0.475
Austria,  RUEMM,          IAHe_ptrp,  2050,  -0.268
Austria,  RUEMM,          IAHe_ptrp,  2060,  -0.369
Austria,  RUEMM,          IAHe_ptrp,  2070,  -0.381
Austria,  RUEMM,          IAHe_ptrp,  2080,  -0.388
Austria,  RUEMM,          IAHe_ptrp,  2090,  -0.402
Austria,  RUEMM,          IAHe_ptrp,  2100,  -0.41
Austria,  RUEMM,          IAHm_ptrp,  2020,   0.128
Austria,  RUEMM,          IAHm_ptrp,  2030,  -0.291
Austria,  RUEMM,          IAHm_ptrp,  2040,  -0.475
Austria,  RUEMM,          IAHm_ptrp,  2050,  -0.268
Austria,  RUEMM,          IAHm_ptrp,  2060,  -0.369
Austria,  RUEMM,          IAHm_ptrp,  2070,  -0.381
Austria,  RUEMM,          IAHm_ptrp,  2080,  -0.388
Austria,  RUEMM,          IAHm_ptrp,  2090,  -0.402
Austria,  RUEMM,          IAHm_ptrp,  2100,  -0.41
Austria,  RUEMM,          ICAe_ffv,   2020,   0.0
Austria,  RUEMM,          ICAe_ffv,   2030,   0.0
Austria,  RUEMM,          ICAe_ffv,   2040,   0.0
Austria,  RUEMM,          ICAe_ffv,   2050,   0.0
Austria,  RUEMM,          ICAe_ffv,   2060,   0.0
Austria,  RUEMM,          ICAe_ffv,   2070,   0.0
Austria,  RUEMM,          ICAe_ffv,   2080,   0.0
Austria,  RUEMM,          ICAe_ffv,   2090,   0.0
Austria,  RUEMM,          ICAe_ffv,   2100,   0.0
Austria,  RUEMM,          ICAm_ptrp,  2020,   0.0
Austria,  RUEMM,          ICAm_ptrp,  2030,   0.0
Austria,  RUEMM,          ICAm_ptrp,  2040,   0.0
Austria,  RUEMM,          ICAm_ptrp,  2050,   0.0
Austria,  RUEMM,          ICAm_ptrp,  2060,   0.0
Austria,  RUEMM,          ICAm_ptrp,  2070,   0.0
Austria,  RUEMM,          ICAm_ptrp,  2080,   0.0
Austria,  RUEMM,          ICAm_ptrp,  2090,   0.0
Austria,  RUEMM,          ICAm_ptrp,  2100,   0.0
Austria,  RUEMM,          ICE_L_ptrp, 2020,  -0.0382
Austria,  RUEMM,          ICE_L_ptrp, 2030,   0.151
Austria,  RUEMM,          ICE_L_ptrp, 2040,   0.219
Austria,  RUEMM,          ICE_L_ptrp, 2050,   0.267
Austria,  RUEMM,          ICE_L_ptrp, 2060,   0.367
Austria,  RUEMM,          ICE_L_ptrp, 2070,   0.38
Austria,  RUEMM,          ICE_L_ptrp, 2080,   0.386
Austria,  RUEMM,          ICE_L_ptrp, 2090,   0.4
Austria,  RUEMM,          ICE_L_ptrp, 2100,   0.407
Austria,  RUEMM,          ICE_conv,   2020,   0.0
Austria,  RUEMM,          ICE_conv,   2030,   0.0
Austria,  RUEMM,          ICE_conv,   2040,   0.0
Austria,  RUEMM,          ICE_conv,   2050,   0.0
Austria,  RUEMM,          ICE_conv,   2060,   0.0
Austria,  RUEMM,          ICE_conv,   2070,   0.0
Austria,  RUEMM,          ICE_conv,   2080,   0.0
Austria,  RUEMM,          ICE_conv,   2090,   0.0
Austria,  RUEMM,          ICE_conv,   2100,   0.0
Austria,  RUEMM,          ICE_nga,    2020,  10.647
Austria,  RUEMM,          ICE_nga,    2030,  10.122
Austria,  RUEMM,          ICE_nga,    2040,  10.244
Austria,  RUEMM,          ICE_nga,    2050,  10.073
Austria,  RUEMM,          ICE_nga,    2060,   9.901
Austria,  RUEMM,          ICE_nga,    2070,   9.88
Austria,  RUEMM,          ICE_nga,    2080,   9.869
Austria,  RUEMM,          ICE_nga,    2090,   9.845
Austria,  RUEMM,          ICE_nga,    2100,   9.833
Austria,  RUEMM,          ICH_chyb,   2020,   0.128
Austria,  RUEMM,          ICH_chyb,   2030,  -0.291
Austria,  RUEMM,          ICH_chyb,   2040,  -0.475
Austria,  RUEMM,          ICH_chyb,   2050,  -0.268
Austria,  RUEMM,          ICH_chyb,   2060,  -0.369
Austria,  RUEMM,          ICH_chyb,   2070,  -0.381
Austria,  RUEMM,          ICH_chyb,   2080,  -0.388
Austria,  RUEMM,          ICH_chyb,   2090,  -0.402
Austria,  RUEMM,          ICH_chyb,   2100,  -0.41
Austria,  RUEMM,          IGH_ghyb,   2020,  10.709
Austria,  RUEMM,          IGH_ghyb,   2030,   9.935
Austria,  RUEMM,          IGH_ghyb,   2040,  10.153
Austria,  RUEMM,          IGH_ghyb,   2050,  10.076
Austria,  RUEMM,          IGH_ghyb,   2060,   9.92
Austria,  RUEMM,          IGH_ghyb,   2070,   9.901
Austria,  RUEMM,          IGH_ghyb,   2080,   9.891
Austria,  RUEMM,          IGH_ghyb,   2090,   9.869
Austria,  RUEMM,          IGH_ghyb,   2100,   9.858
Austria,  RUEMM,          PHEV_ptrp,  2020,   5.988
Austria,  RUEMM,          PHEV_ptrp,  2030,   8.396
Austria,  RUEMM,          PHEV_ptrp,  2040,   7.978
Austria,  RUEMM,          PHEV_ptrp,  2050,   8.053
Austria,  RUEMM,          PHEV_ptrp,  2060,   7.61
Austria,  RUEMM,          PHEV_ptrp,  2070,   7.556
Austria,  RUEMM,          PHEV_ptrp,  2080,   7.526
Austria,  RUEMM,          PHEV_ptrp,  2090,   7.464
Austria,  RUEMM,          PHEV_ptrp,  2100,   7.432
Austria,  RULMA,          ELC_100,    2020,  11.412
Austria,  RULMA,          ELC_100,    2030,  14.034
Austria,  RULMA,          ELC_100,    2040,  13.81
Austria,  RULMA,          ELC_100,    2050,  13.809
Austria,  RULMA,          ELC_100,    2060,  13.387
Austria,  RULMA,          ELC_100,    2070,  13.335
Austria,  RULMA,          ELC_100,    2080,  13.307
Austria,  RULMA,          ELC_100,    2090,  13.247
Austria,  RULMA,          ELC_100,    2100,  13.218
Austria,  RULMA,          HFC_ptrp,   2020,  42.355
Austria,  RULMA,          HFC_ptrp,   2030,  41.131
Austria,  RULMA,          HFC_ptrp,   2040,  41.042
Austria,  RULMA,          HFC_ptrp,   2050,  41.105
Austria,  RULMA,          HFC_ptrp,   2060,  40.775
Austria,  RULMA,          HFC_ptrp,   2070,  40.734
Austria,  RULMA,          HFC_ptrp,   2080,  40.712
Austria,  RULMA,          HFC_ptrp,   2090,  40.666
Austria,  RULMA,          HFC_ptrp,   2100,  40.642
Austria,  RULMA,          IAHe_ptrp,  2020,   0.128
Austria,  RULMA,          IAHe_ptrp,  2030,  -0.291
Austria,  RULMA,          IAHe_ptrp,  2040,  -0.475
Austria,  RULMA,          IAHe_ptrp,  2050,  -0.268
Austria,  RULMA,          IAHe_ptrp,  2060,  -0.369
Austria,  RULMA,          IAHe_ptrp,  2070,  -0.381
Austria,  RULMA,          IAHe_ptrp,  2080,  -0.388
Austria,  RULMA,          IAHe_ptrp,  2090,  -0.402
Austria,  RULMA,          IAHe_ptrp,  2100,  -0.41
Austria,  RULMA,          IAHm_ptrp,  2020,   0.128
Austria,  RULMA,          IAHm_ptrp,  2030,  -0.291
Austria,  RULMA,          IAHm_ptrp,  2040,  -0.475
Austria,  RULMA,          IAHm_ptrp,  2050,  -0.268
Austria,  RULMA,          IAHm_ptrp,  2060,  -0.369
Austria,  RULMA,          IAHm_ptrp,  2070,  -0.381
Austria,  RULMA,          IAHm_ptrp,  2080,  -0.388
Austria,  RULMA,          IAHm_ptrp,  2090,  -0.402
Austria,  RULMA,          IAHm_ptrp,  2100,  -0.41
Austria,  RULMA,          ICAe_ffv,   2020,   0.0
Austria,  RULMA,          ICAe_ffv,   2030,   0.0
Austria,  RULMA,          ICAe_ffv,   2040,   0.0
Austria,  RULMA,          ICAe_ffv,   2050,   0.0
Austria,  RULMA,          ICAe_ffv,   2060,   0.0
Austria,  RULMA,          ICAe_ffv,   2070,   0.0
Austria,  RULMA,          ICAe_ffv,   2080,   0.0
Austria,  RULMA,          ICAe_ffv,   2090,   0.0
Austria,  RULMA,          ICAe_ffv,   2100,   0.0
Austria,  RULMA,          ICAm_ptrp,  2020,   0.0
Austria,  RULMA,          ICAm_ptrp,  2030,   0.0
Austria,  RULMA,          ICAm_ptrp,  2040,   0.0
Austria,  RULMA,          ICAm_ptrp,  2050,   0.0
Austria,  RULMA,          ICAm_ptrp,  2060,   0.0
Austria,  RULMA,          ICAm_ptrp,  2070,   0.0
Austria,  RULMA,          ICAm_ptrp,  2080,   0.0
Austria,  RULMA,          ICAm_ptrp,  2090,   0.0
Austria,  RULMA,          ICAm_ptrp,  2100,   0.0
Austria,  RULMA,          ICE_L_ptrp, 2020,  -0.0382
Austria,  RULMA,          ICE_L_ptrp, 2030,   0.151
Austria,  RULMA,          ICE_L_ptrp, 2040,   0.219
Austria,  RULMA,          ICE_L_ptrp, 2050,   0.267
Austria,  RULMA,          ICE_L_ptrp, 2060,   0.367
Austria,  RULMA,          ICE_L_ptrp, 2070,   0.38
Austria,  RULMA,          ICE_L_ptrp, 2080,   0.386
Austria,  RULMA,          ICE_L_ptrp, 2090,   0.4
Austria,  RULMA,          ICE_L_ptrp, 2100,   0.407
Austria,  RULMA,          ICE_conv,   2020,   0.0
Austria,  RULMA,          ICE_conv,   2030,   0.0
Austria,  RULMA,          ICE_conv,   2040,   0.0
Austria,  RULMA,          ICE_conv,   2050,   0.0
Austria,  RULMA,          ICE_conv,   2060,   0.0
Austria,  RULMA,          ICE_conv,   2070,   0.0
Austria,  RULMA,          ICE_conv,   2080,   0.0
Austria,  RULMA,          ICE_conv,   2090,   0.0
Austria,  RULMA,          ICE_conv,   2100,   0.0
Austria,  RULMA,          ICE_nga,    2020,  15.716
Austria,  RULMA,          ICE_nga,    2030,  15.191
Austria,  RULMA,          ICE_nga,    2040,  15.314
Austria,  RULMA,          ICE_nga,    2050,  15.142
Austria,  RULMA,          ICE_nga,    2060,  14.971
Austria,  RULMA,          ICE_nga,    2070,  14.95
Austria,  RULMA,          ICE_nga,    2080,  14.938
Austria,  RULMA,          ICE_nga,    2090,  14.914
Austria,  RULMA,          ICE_nga,    2100,  14.902
Austria,  RULMA,          ICH_chyb,   2020,   0.128
Austria,  RULMA,          ICH_chyb,   2030,  -0.291
Austria,  RULMA,          ICH_chyb,   2040,  -0.475
Austria,  RULMA,          ICH_chyb,   2050,  -0.268
Austria,  RULMA,          ICH_chyb,   2060,  -0.369
Austria,  RULMA,          ICH_chyb,   2070,  -0.381
Austria,  RULMA,          ICH_chyb,   2080,  -0.388
Austria,  RULMA,          ICH_chyb,   2090,  -0.402
Austria,  RULMA,          ICH_chyb,   2100,  -0.41
Austria,  RULMA,          IGH_ghyb,   2020,  15.744
Austria,  RULMA,          IGH_ghyb,   2030,  14.971
Austria,  RULMA,          IGH_ghyb,   2040,  15.189
Austria,  RULMA,          IGH_ghyb,   2050,  15.112
Austria,  RULMA,          IGH_ghyb,   2060,  14.956
Austria,  RULMA,          IGH_ghyb,   2070,  14.937
Austria,  RULMA,          IGH_ghyb,   2080,  14.926
Austria,  RULMA,          IGH_ghyb,   2090,  14.905
Austria,  RULMA,          IGH_ghyb,   2100,  14.894
Austria,  RULMA,          PHEV_ptrp,  2020,   8.658
Austria,  RULMA,          PHEV_ptrp,  2030,  11.498
Austria,  RULMA,          PHEV_ptrp,  2040,  11.08
Austria,  RULMA,          PHEV_ptrp,  2050,  11.155
Austria,  RULMA,          PHEV_ptrp,  2060,  10.712
Austria,  RULMA,          PHEV_ptrp,  2070,  10.658
Austria,  RULMA,          PHEV_ptrp,  2080,  10.628
Austria,  RULMA,          PHEV_ptrp,  2090,  10.566
Austria,  RULMA,          PHEV_ptrp,  2100,  10.534
Austria,  RULMF,          ELC_100,    2020,  21.676
Austria,  RULMF,          ELC_100,    2030,  24.297
Austria,  RULMF,          ELC_100,    2040,  24.073
Austria,  RULMF,          ELC_100,    2050,  24.072
Austria,  RULMF,          ELC_100,    2060,  23.65
Austria,  RULMF,          ELC_100,    2070,  23.598
Austria,  RULMF,          ELC_100,    2080,  23.57
Austria,  RULMF,          ELC_100,    2090,  23.51
Austria,  RULMF,          ELC_100,    2100,  23.481
Austria,  RULMF,          HFC_ptrp,   2020,  65.692
Austria,  RULMF,          HFC_ptrp,   2030,  64.468
Austria,  RULMF,          HFC_ptrp,   2040,  64.38
Austria,  RULMF,          HFC_ptrp,   2050,  64.442
Austria,  RULMF,          HFC_ptrp,   2060,  64.112
Austria,  RULMF,          HFC_ptrp,   2070,  64.072
Austria,  RULMF,          HFC_ptrp,   2080,  64.049
Austria,  RULMF,          HFC_ptrp,   2090,  64.003
Austria,  RULMF,          HFC_ptrp,   2100,  63.98
Austria,  RULMF,          IAHe_ptrp,  2020,   0.128
Austria,  RULMF,          IAHe_ptrp,  2030,  -0.291
Austria,  RULMF,          IAHe_ptrp,  2040,  -0.475
Austria,  RULMF,          IAHe_ptrp,  2050,  -0.268
Austria,  RULMF,          IAHe_ptrp,  2060,  -0.369
Austria,  RULMF,          IAHe_ptrp,  2070,  -0.381
Austria,  RULMF,          IAHe_ptrp,  2080,  -0.388
Austria,  RULMF,          IAHe_ptrp,  2090,  -0.402
Austria,  RULMF,          IAHe_ptrp,  2100,  -0.41
Austria,  RULMF,          IAHm_ptrp,  2020,   0.128
Austria,  RULMF,          IAHm_ptrp,  2030,  -0.291
Austria,  RULMF,          IAHm_ptrp,  2040,  -0.475
Austria,  RULMF,          IAHm_ptrp,  2050,  -0.268
Austria,  RULMF,          IAHm_ptrp,  2060,  -0.369
Austria,  RULMF,          IAHm_ptrp,  2070,  -0.381
Austria,  RULMF,          IAHm_ptrp,  2080,  -0.388
Austria,  RULMF,          IAHm_ptrp,  2090,  -0.402
Austria,  RULMF,          IAHm_ptrp,  2100,  -0.41
Austria,  RULMF,          ICAe_ffv,   2020,   0.0
Austria,  RULMF,          ICAe_ffv,   2030,   0.0
Austria,  RULMF,          ICAe_ffv,   2040,   0.0
Austria,  RULMF,          ICAe_ffv,   2050,   0.0
Austria,  RULMF,          ICAe_ffv,   2060,   0.0
Austria,  RULMF,          ICAe_ffv,   2070,   0.0
Austria,  RULMF,          ICAe_ffv,   2080,   0.0
Austria,  RULMF,          ICAe_ffv,   2090,   0.0
Austria,  RULMF,          ICAe_ffv,   2100,   0.0
Austria,  RULMF,          ICAm_ptrp,  2020,   0.0
Austria,  RULMF,          ICAm_ptrp,  2030,   0.0
Austria,  RULMF,          ICAm_ptrp,  2040,   0.0
Austria,  RULMF,          ICAm_ptrp,  2050,   0.0
Austria,  RULMF,          ICAm_ptrp,  2060,   0.0
Austria,  RULMF,          ICAm_ptrp,  2070,   0.0
Austria,  RULMF,          ICAm_ptrp,  2080,   0.0
Austria,  RULMF,          ICAm_ptrp,  2090,   0.0
Austria,  RULMF,          ICAm_ptrp,  2100,   0.0
Austria,  RULMF,          ICE_L_ptrp, 2020,  -0.0382
Austria,  RULMF,          ICE_L_ptrp, 2030,   0.151
Austria,  RULMF,          ICE_L_ptrp, 2040,   0.219
Austria,  RULMF,          ICE_L_ptrp, 2050,   0.267
Austria,  RULMF,          ICE_L_ptrp, 2060,   0.367
Austria,  RULMF,          ICE_L_ptrp, 2070,   0.38
Austria,  RULMF,          ICE_L_ptrp, 2080,   0.386
Austria,  RULMF,          ICE_L_ptrp, 2090,   0.4
Austria,  RULMF,          ICE_L_ptrp, 2100,   0.407
Austria,  RULMF,          ICE_conv,   2020,   0.0
Austria,  RULMF,          ICE_conv,   2030,   0.0
Austria,  RULMF,          ICE_conv,   2040,   0.0
Austria,  RULMF,          ICE_conv,   2050,   0.0
Austria,  RULMF,          ICE_conv,   2060,   0.0
Austria,  RULMF,          ICE_conv,   2070,   0.0
Austria,  RULMF,          ICE_conv,   2080,   0.0
Austria,  RULMF,          ICE_conv,   2090,   0.0
Austria,  RULMF,          ICE_conv,   2100,   0.0
Austria,  RULMF,          ICE_nga,    2020,  18.963
Austria,  RULMF,          ICE_nga,    2030,  18.439
Austria,  RULMF,          ICE_nga,    2040,  18.561
Austria,  RULMF,          ICE_nga,    2050,  18.39
Austria,  RULMF,          ICE_nga,    2060,  18.218
Austria,  RULMF,          ICE_nga,    2070,  18.197
Austria,  RULMF,          ICE_nga,    2080,  18.186
Austria,  RULMF,          ICE_nga,    2090,  18.162
Austria,  RULMF,          ICE_nga,    2100,  18.149
Austria,  RULMF,          ICH_chyb,   2020,   0.128
Austria,  RULMF,          ICH_chyb,   2030,  -0.291
Austria,  RULMF,          ICH_chyb,   2040,  -0.475
Austria,  RULMF,          ICH_chyb,   2050,  -0.268
Austria,  RULMF,          ICH_chyb,   2060,  -0.369
Austria,  RULMF,          ICH_chyb,   2070,  -0.381
Austria,  RULMF,          ICH_chyb,   2080,  -0.388
Austria,  RULMF,          ICH_chyb,   2090,  -0.402
Austria,  RULMF,          ICH_chyb,   2100,  -0.41
Austria,  RULMF,          IGH_ghyb,   2020,  18.936
Austria,  RULMF,          IGH_ghyb,   2030,  18.162
Austria,  RULMF,          IGH_ghyb,   2040,  18.381
Austria,  RULMF,          IGH_ghyb,   2050,  18.303
Austria,  RULMF,          IGH_ghyb,   2060,  18.148
Austria,  RULMF,          IGH_ghyb,   2070,  18.129
Austria,  RULMF,          IGH_ghyb,   2080,  18.118
Austria,  RULMF,          IGH_ghyb,   2090,  18.096
Austria,  RULMF,          IGH_ghyb,   2100,  18.085
Austria,  RULMF,          PHEV_ptrp,  2020,   8.658
Austria,  RULMF,          PHEV_ptrp,  2030,  11.498
Austria,  RULMF,          PHEV_ptrp,  2040,  11.08
Austria,  RULMF,          PHEV_ptrp,  2050,  11.155
Austria,  RULMF,          PHEV_ptrp,  2060,  10.712
Austria,  RULMF,          PHEV_ptrp,  2070,  10.658
Austria,  RULMF,          PHEV_ptrp,  2080,  10.628
Austria,  RULMF,          PHEV_ptrp,  2090,  10.566
Austria,  RULMF,          PHEV_ptrp,  2100,  10.534
Austria,  RULMM,          ELC_100,    2020,   8.964
Austria,  RULMM,          ELC_100,    2030,  11.586
Austria,  RULMM,          ELC_100,    2040,  11.362
Austria,  RULMM,          ELC_100,    2050,  11.361
Austria,  RULMM,          ELC_100,    2060,  10.939
Austria,  RULMM,          ELC_100,    2070,  10.887
Austria,  RULMM,          ELC_100,    2080,  10.859
Austria,  RULMM,          ELC_100,    2090,  10.799
Austria,  RULMM,          ELC_100,    2100,  10.77
Austria,  RULMM,          HFC_ptrp,   2020,  28.215
Austria,  RULMM,          HFC_ptrp,   2030,  26.991
Austria,  RULMM,          HFC_ptrp,   2040,  26.903
Austria,  RULMM,          HFC_ptrp,   2050,  26.965
Austria,  RULMM,          HFC_ptrp,   2060,  26.635
Austria,  RULMM,          HFC_ptrp,   2070,  26.594
Austria,  RULMM,          HFC_ptrp,   2080,  26.572
Austria,  RULMM,          HFC_ptrp,   2090,  26.526
Austria,  RULMM,          HFC_ptrp,   2100,  26.502
Austria,  RULMM,          IAHe_ptrp,  2020,   0.128
Austria,  RULMM,          IAHe_ptrp,  2030,  -0.291
Austria,  RULMM,          IAHe_ptrp,  2040,  -0.475
Austria,  RULMM,          IAHe_ptrp,  2050,  -0.268
Austria,  RULMM,          IAHe_ptrp,  2060,  -0.369
Austria,  RULMM,          IAHe_ptrp,  2070,  -0.381
Austria,  RULMM,          IAHe_ptrp,  2080,  -0.388
Austria,  RULMM,          IAHe_ptrp,  2090,  -0.402
Austria,  RULMM,          IAHe_ptrp,  2100,  -0.41
Austria,  RULMM,          IAHm_ptrp,  2020,   0.128
Austria,  RULMM,          IAHm_ptrp,  2030,  -0.291
Austria,  RULMM,          IAHm_ptrp,  2040,  -0.475
Austria,  RULMM,          IAHm_ptrp,  2050,  -0.268
Austria,  RULMM,          IAHm_ptrp,  2060,  -0.369
Austria,  RULMM,          IAHm_ptrp,  2070,  -0.381
Austria,  RULMM,          IAHm_ptrp,  2080,  -0.388
Austria,  RULMM,          IAHm_ptrp,  2090,  -0.402
Austria,  RULMM,          IAHm_ptrp,  2100,  -0.41
Austria,  RULMM,          ICAe_ffv,   2020,   0.0
Austria,  RULMM,          ICAe_ffv,   2030,   0.0
Austria,  RULMM,          ICAe_ffv,   2040,   0.0
Austria,  RULMM,          ICAe_ffv,   2050,   0.0
Austria,  RULMM,          ICAe_ffv,   2060,   0.0
Austria,  RULMM,          ICAe_ffv,   2070,   0.0
Austria,  RULMM,          ICAe_ffv,   2080,   0.0
Austria,  RULMM,          ICAe_ffv,   2090,   0.0
Austria,  RULMM,          ICAe_ffv,   2100,   0.0
Austria,  RULMM,          ICAm_ptrp,  2020,   0.0
Austria,  RULMM,          ICAm_ptrp,  2030,   0.0
Austria,  RULMM,          ICAm_ptrp,  2040,   0.0
Austria,  RULMM,          ICAm_ptrp,  2050,   0.0
Austria,  RULMM,          ICAm_ptrp,  2060,   0.0
Austria,  RULMM,          ICAm_ptrp,  2070,   0.0
Austria,  RULMM,          ICAm_ptrp,  2080,   0.0
Austria,  RULMM,          ICAm_ptrp,  2090,   0.0
Austria,  RULMM,          ICAm_ptrp,  2100,   0.0
Austria,  RULMM,          ICE_L_ptrp, 2020,  -0.0382
Austria,  RULMM,          ICE_L_ptrp, 2030,   0.151
Austria,  RULMM,          ICE_L_ptrp, 2040,   0.219
Austria,  RULMM,          ICE_L_ptrp, 2050,   0.267
Austria,  RULMM,          ICE_L_ptrp, 2060,   0.367
Austria,  RULMM,          ICE_L_ptrp, 2070,   0.38
Austria,  RULMM,          ICE_L_ptrp, 2080,   0.386
Austria,  RULMM,          ICE_L_ptrp, 2090,   0.4
Austria,  RULMM,          ICE_L_ptrp, 2100,   0.407
Austria,  RULMM,          ICE_conv,   2020,   0.0
Austria,  RULMM,          ICE_conv,   2030,   0.0
Austria,  RULMM,          ICE_conv,   2040,   0.0
Austria,  RULMM,          ICE_conv,   2050,   0.0
