node_loc,technology,year_vtg,value,unit
R12_AFR,bf_steel,2025,0.019,t
R12_CHN,bf_steel,2025,18.781,t
R12_CHN,bf_steel,2020,9.151,t
R12_CHN,bf_steel,2015,8.37,t
R12_CHN,bf_steel,2010,17.64,t
R12_LAM,bf_steel,2020,0.638,t
R12_LAM,bf_steel,2015,0.214,t
R12_LAM,bf_steel,2010,1.086,t
R12_MEA,bf_steel,2010,0.4,t
R12_PAS,bf_steel,2025,0.644,t
R12_PAS,bf_steel,2020,1.308,t
R12_PAS,bf_steel,2015,0.94,t
R12_PAS,bf_steel,2010,2.588,t
R12_RCPA,bf_steel,2020,0.8,t
R12_RCPA,bf_steel,2015,0.3,t
R12_RCPA,bf_steel,2010,2.084,t
R12_SAS,bf_steel,2025,2.169,t
R12_SAS,bf_steel,2020,1.31,t
R12_SAS,bf_steel,2015,0.915,t
R12_SAS,bf_steel,2010,0.64,t
R12_AFR,bf_steel,2005,0.64,t
R12_CHN,bf_steel,2005,122.462,t
R12_EEU,bf_steel,2005,3.712,t
R12_FSU,bf_steel,2005,15.433,t
R12_LAM,bf_steel,2005,6.17,t
R12_MEA,bf_steel,2005,1.02,t
R12_NAM,bf_steel,2005,6.091,t
R12_PAO,bf_steel,2005,17.088,t
R12_PAS,bf_steel,2005,11.214,t
R12_RCPA,bf_steel,2005,0.77,t
R12_SAS,bf_steel,2005,15.753,t
R12_WEU,bf_steel,2005,18.449,t
